analytic_commander_id,commander_name,rank_hierarchical_trust_v2,score_hierarchical_trust_v2,tier,stability_category,known_outcome_count,engagement_count,battle_count,broad_page_contribution_share,battle_siege_page_contribution_share,siege_row_share,provisional_role_category,strict_eligibility,exclude_from_headline_ranking,weak_battle_siege_support,recommended_action,rationale
acmd_353a09d4623c,Georg von Küchler,101,73.21836925960638,"Tier E, historically important but scoring-sensitive",moderately_stable,11,12,6,0.422664,0.577336,0.166667,genuine_field_commander,eligible_field_commander,False,False,add_high_level_page_caveat,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_34096ff014b8,Joachim Murat,102,73.18650421743203,"Tier E, historically important but scoring-sensitive",moderately_stable,29,37,31,0.016433,0.983567,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_1154427f8715,Robert Clive,103,73.14058106841613,"Tier D, strong but narrow-category performer",moderately_stable,7,9,8,0.021407,0.978593,0.333333,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_8efa327f7649,Konishi Yukinaga,104,73.12371134020619,"Tier D, strong but narrow-category performer",moderately_stable,11,13,13,0.0,1.0,0.461538,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_16bb0374c6df,Tommy Franks,105,72.54901593252109,"Tier E, historically important but scoring-sensitive",model_sensitive,6,15,5,0.523958,0.476042,0.066667,genuine_field_commander,eligible_field_commander,False,False,add_high_level_page_caveat,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_cad827cf336f,Matvei Platov,106,72.5323336457357,"Tier D, strong but narrow-category performer",moderately_stable,9,10,10,0.0,1.0,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_44893c871e25,Omar Bradley,107,72.38238050609185,"Tier E, historically important but scoring-sensitive",model_sensitive,12,13,6,0.531218,0.468782,0.0,genuine_field_commander,eligible_field_commander,False,False,add_high_level_page_caveat,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_484d8d85e890,"Archduke Charles, Duke of Teschen",108,72.34301780693532,"Tier E, historically important but scoring-sensitive",moderately_stable,21,27,25,0.007267,0.992733,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_0018bd671dde,Abu Bakr,109,72.0834114339269,"Tier D, strong but narrow-category performer",moderately_stable,8,9,8,0.051006,0.948994,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_c82dd758d242,Auguste de Marmont,110,72.0543580131209,"Tier E, historically important but scoring-sensitive",model_sensitive,20,22,19,0.017942,0.982058,0.090909,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_f05081b72260,Aleksey Yermolov,111,72.05248359887537,"Tier E, historically important but scoring-sensitive",moderately_stable,7,9,8,0.030969,0.969031,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_08fc27fff373,Prince Eugene of Savoy,112,71.90627928772258,"Tier E, historically important but scoring-sensitive",moderately_stable,19,26,22,0.010568,0.989432,0.346154,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_665bf609393d,Jean-Baptiste Bessières,113,71.79662605435803,"Tier E, historically important but scoring-sensitive",model_sensitive,15,17,13,0.051831,0.948169,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_7be260f9e007,Maurice de Saxe,114,71.59044048734772,"Tier D, strong but narrow-category performer",moderately_stable,9,10,9,0.0,1.0,0.5,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_4aa5d3050d5a,Stanisław Koniecpolski,115,71.51358950328023,"Tier D, strong but narrow-category performer",moderately_stable,7,11,11,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_aad7c47220e1,Jebe,116,71.35051546391753,"Tier E, historically important but scoring-sensitive",moderately_stable,8,8,6,0.062713,0.937287,0.125,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_7bd6363d7160,Cardinal-Infante Ferdinand of Austria,117,71.34301780693535,"Tier D, strong but narrow-category performer",moderately_stable,7,9,8,0.0,1.0,0.555556,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_b9d82739fa24,Nikolay Kamensky,118,71.32052483598876,"Tier E, historically important but scoring-sensitive",moderately_stable,9,11,10,0.020803,0.979197,0.090909,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_68b351fa3ab7,Stepa Stepanović,119,71.20243673851922,"Tier E, historically important but scoring-sensitive",moderately_stable,9,12,6,0.381351,0.618649,0.083333,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_593794f5ce40,Prince Friedrich Karl of Prussia,120,71.02530459231491,"Tier D, strong but narrow-category performer",moderately_stable,8,9,8,0.0,1.0,0.111111,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_da0c826dffb0,Publius Cornelius Scipio,121,70.94564198687911,"Tier E, historically important but scoring-sensitive",moderately_stable,9,9,7,0.05664,0.94336,0.111111,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_b9e0c2d4b9f4,"Charles William Ferdinand, Duke of Brunswick",122,70.84254920337395,"Tier E, historically important but scoring-sensitive",model_sensitive,9,12,9,0.012019,0.987981,0.083333,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_bc6e506fb448,Charles Mangin,123,70.80224929709466,"Tier D, strong but narrow-category performer",moderately_stable,8,8,8,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_b535bf3c1a8f,Charles X Gustav,124,70.78631677600751,"Tier E, historically important but scoring-sensitive",moderately_stable,13,13,13,0.0,1.0,0.153846,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_7be6f0cc4b2e,Suhayl al-Hasan,125,70.07801312089971,"Tier E, historically important but scoring-sensitive",model_sensitive,9,26,7,0.812547,0.187453,0.115385,high_level_operational_case,eligible_operational_commander,False,True,add_high_level_page_caveat,Mostly high-level operational evidence; keep only as caveated sensitivity until event-level support improves.
acmd_3450e1f72481,Jan Zamoyski,126,70.01454545454546,"Tier D, strong but narrow-category performer",moderately_stable,6,7,6,0.060226,0.939774,0.714286,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_a3174bf1768e,Georgi Todorov,127,69.98500468603561,"Tier E, historically important but scoring-sensitive",model_sensitive,8,9,4,0.30698,0.69302,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_662e0ee7e851,Jean-de-Dieu Soult,128,69.76007497656983,"Tier E, historically important but scoring-sensitive",model_sensitive,38,46,42,0.009895,0.990105,0.086957,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_3f8252f04561,"Louis William, Margrave of Baden-Baden",129,69.72727272727273,"Tier D, strong but narrow-category performer",moderately_stable,10,14,11,0.018977,0.981023,0.357143,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_3d3f64913588,Stefan Czarniecki,130,69.65135895032802,"Tier E, historically important but scoring-sensitive",model_sensitive,19,24,24,0.0,1.0,0.125,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_4b49a6c530a7,Peter the Great,131,69.63167760074978,"Tier E, historically important but scoring-sensitive",moderately_stable,9,10,7,0.07671,0.92329,0.3,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_5a9f38525bf8,Alexander I of Russia,132,69.27272727272727,"Tier E, historically important but scoring-sensitive",model_sensitive,13,17,10,0.147753,0.852247,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_5b190fd5c0b0,Joseph Souham,133,69.1921274601687,"Tier D, strong but narrow-category performer",moderately_stable,7,8,8,0.0,1.0,0.25,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_0d145400dba8,Eugène de Beauharnais,134,69.14807872539832,"Tier E, historically important but scoring-sensitive",model_sensitive,17,22,18,0.027671,0.972329,0.045455,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_c7a20a654047,Sidney Smith,135,69.09840674789129,"Tier D, strong but narrow-category performer",moderately_stable,8,10,9,0.154699,0.845301,0.3,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_8e02c61ad395,Radomir Putnik,136,69.04909090909089,"Tier E, historically important but scoring-sensitive",moderately_stable,7,9,5,0.162129,0.837871,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_52962b0bcbfa,"Frederick Henry, Prince of Orange",137,69.03842549203374,"Tier D, strong but narrow-category performer",moderately_stable,9,10,10,0.0,1.0,0.9,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_c2011f41d49c,Erich Hoepner,138,69.02624179943767,"Tier D, strong but narrow-category performer",moderately_stable,7,10,9,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_b15fdc62c813,Guillaume Brune,139,69.02249297094659,"Tier E, historically important but scoring-sensitive",moderately_stable,8,10,9,0.034805,0.965195,0.1,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_e43c39de06c7,Karl Philipp von Wrede,140,68.82567947516401,"Tier E, historically important but scoring-sensitive",model_sensitive,10,11,9,0.033047,0.966953,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_94102c51a631,Walter Model,141,68.74601686972821,"Tier E, historically important but scoring-sensitive",model_sensitive,16,20,9,0.487539,0.512461,0.0,genuine_field_commander,eligible_field_commander,False,False,add_high_level_page_caveat,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
