display_name,canonical_wikipedia_url,structural_classification,dominant_verification_status,total_rows,verified_core_rows,verified_broad_rows,structurally_suspect_rows,quarantined_rows,outcome_review_status,stability_after_review,strict_engagement_count_before,strict_engagement_count_after,page_type_mix_before,page_type_mix_after,known_outcome_count_before,known_outcome_count_after,outcome_profile_before,outcome_profile_after,changed_row_count,remaining_unknown_count_after,remaining_unknown_with_page_result_after,unresolved_row_count_after,rank_hierarchical_trust_v2_before,rank_hierarchical_trust_v2_after,rank_hierarchical_weighted_before,rank_hierarchical_weighted_after,trust_tier_before,trust_tier_after,trust_confidence_before,trust_confidence_after
Claude-Victor Perrin,https://en.wikipedia.org/wiki/Claude-Victor_Perrin,materially_inflated,structurally_suspect,30,28,0,2,0,unresolved_after_review,confirmed_stable_after_review,28,28,B=26; O=0; C=0; W=2,B=26; O=0; C=0; W=2,22,22,V=13; D=9; N=0; U=6,V=13; D=9; N=0; U=6,0,6,2,2,,,,,,,,
Frederick the Great,https://en.wikipedia.org/wiki/Frederick_the_Great,materially_inflated,structurally_suspect,28,26,1,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,26,26,B=21; O=0; C=0; W=5,B=21; O=0; C=0; W=5,24,24,V=17; D=6; N=1; U=2,V=17; D=6; N=1; U=2,1,2,1,1,,,,,,,,
Shapur I,https://en.wikipedia.org/wiki/Shapur_I,high_priority_manual_concern,structurally_suspect,18,13,1,4,0,unresolved_after_review,confirmed_stable_after_review,13,13,B=13; O=0; C=0; W=0,B=13; O=0; C=0; W=0,9,9,V=6; D=2; N=1; U=4,V=6; D=2; N=1; U=4,0,4,4,4,,,,,,,,
John III Sobieski,https://en.wikipedia.org/wiki/John_III_Sobieski,mildly_inflated,verified_broad,13,11,2,0,0,corrected,confirmed_stable_after_review,11,11,B=10; O=0; C=0; W=1,B=10; O=0; C=0; W=1,10,10,V=8; D=2; N=0; U=1,V=8; D=2; N=0; U=1,1,1,0,0,,,,,,,,
Henri Gouraud,https://en.wikipedia.org/wiki/Henri_Gouraud,materially_inflated,structurally_suspect,12,7,4,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,7,7,B=5; O=1; C=0; W=1,B=5; O=1; C=0; W=1,6,6,V=6; D=0; N=0; U=1,V=6; D=0; N=0; U=1,2,1,1,1,,,,,,,,
Konishi Yukinaga,https://en.wikipedia.org/wiki/Konishi_Yukinaga,materially_inflated,structurally_suspect,15,13,1,1,0,unresolved_after_review,confirmed_stable_after_review,13,13,B=13; O=0; C=0; W=0,B=13; O=0; C=0; W=0,11,11,V=8; D=3; N=0; U=2,V=8; D=3; N=0; U=2,0,2,2,2,79.0,80.0,93.0,95.0,model_sensitive_band,model_sensitive_band,caution,caution
Georgy Zhukov,https://en.wikipedia.org/wiki/Georgy_Zhukov,high_priority_manual_concern,structurally_suspect,33,24,6,3,0,corrected_but_partially_unresolved,confirmed_stable_after_review,24,24,B=17; O=7; C=0; W=0,B=17; O=7; C=0; W=0,23,23,V=18; D=4; N=1; U=1,V=18; D=4; N=1; U=1,3,1,1,1,,,,,,,,
Takeda Shingen,https://en.wikipedia.org/wiki/Takeda_Shingen,structurally_clean,verified_core,20,20,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,28,28,B=28; O=0; C=0; W=0,B=28; O=0; C=0; W=0,23,23,V=21; D=1; N=1; U=5,V=21; D=1; N=1; U=5,1,5,5,5,82.0,81.0,80.0,80.0,model_sensitive_band,model_sensitive_band,caution,caution
Jerzy Sebastian Lubomirski,https://en.wikipedia.org/wiki/Jerzy_Sebastian_Lubomirski,materially_inflated,structurally_suspect,9,7,1,1,0,corrected,confirmed_stable_after_review,8,8,B=8; O=0; C=0; W=0,B=8; O=0; C=0; W=0,8,8,V=8; D=0; N=0; U=0,V=8; D=0; N=0; U=0,2,0,0,0,83.0,85.0,69.0,69.0,model_sensitive_band,model_sensitive_band,caution,caution
Qasem Soleimani,https://en.wikipedia.org/wiki/Qasem_Soleimani,materially_inflated,structurally_suspect,14,10,2,2,0,unresolved_after_review,material_change,10,10,B=6; O=3; C=0; W=1,B=6; O=3; C=0; W=1,3,3,V=2; D=0; N=0; U=7,V=2; D=0; N=0; U=7,0,7,5,5,,87.0,,49.0,,model_sensitive_band,,caution
Hari Singh Nalwa,https://en.wikipedia.org/wiki/Hari_Singh_Nalwa,materially_inflated,structurally_suspect,12,11,0,1,0,corrected_but_partially_unresolved,material_change,11,11,B=10; O=0; C=0; W=1,B=10; O=0; C=0; W=1,10,10,V=8; D=1; N=1; U=1,V=8; D=1; N=1; U=1,1,1,1,1,85.0,,76.0,,model_sensitive_band,,moderate,
Flavius Aetius,https://en.wikipedia.org/wiki/Flavius_Aetius,materially_inflated,structurally_suspect,13,6,6,1,0,corrected,confirmed_stable_after_review,6,6,B=6; O=0; C=0; W=0,B=6; O=0; C=0; W=0,5,5,V=4; D=1; N=0; U=1,V=4; D=1; N=0; U=1,1,1,0,0,,,,,,,,
"Édouard Mortier, Duke of Treviso",https://en.wikipedia.org/wiki/%C3%89douard_Mortier%2C_Duke_of_Treviso,high_priority_manual_concern,structurally_suspect,25,22,0,3,0,unresolved_after_review,confirmed_stable_after_review,22,22,B=18; O=0; C=0; W=4,B=18; O=0; C=0; W=4,18,18,V=13; D=5; N=0; U=4,V=13; D=5; N=0; U=4,0,4,2,2,,,,,,,,
Omar Bradley,https://en.wikipedia.org/wiki/Omar_Bradley,materially_inflated,structurally_suspect,15,13,1,1,0,unresolved_after_review,confirmed_stable_after_review,13,13,B=6; O=7; C=0; W=0,B=6; O=7; C=0; W=0,12,12,V=10; D=2; N=0; U=1,V=10; D=2; N=0; U=1,0,1,1,1,,,,,,,,
Jassa Singh Ahluwalia,https://en.wikipedia.org/wiki/Jassa_Singh_Ahluwalia,materially_inflated,structurally_suspect,13,11,1,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,11,11,B=10; O=0; C=0; W=1,B=10; O=0; C=0; W=1,8,8,V=6; D=1; N=1; U=3,V=6; D=1; N=1; U=3,1,3,3,3,,,,,,,,
Baybars,https://en.wikipedia.org/wiki/Baybars,structurally_clean,verified_core,10,10,0,0,0,corrected,confirmed_stable_after_review,10,10,B=9; O=0; C=0; W=1,B=9; O=0; C=0; W=1,9,9,V=8; D=0; N=1; U=1,V=8; D=0; N=1; U=1,1,1,0,0,90.0,90.0,68.0,68.0,model_sensitive_band,model_sensitive_band,caution,caution
Stefan Czarniecki,https://en.wikipedia.org/wiki/Stefan_Czarniecki,materially_inflated,structurally_suspect,29,24,4,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,24,24,B=24; O=0; C=0; W=0,B=24; O=0; C=0; W=0,19,19,V=11; D=7; N=1; U=5,V=11; D=7; N=1; U=5,1,5,2,2,,,,,,,,
Stepa Stepanović,https://en.wikipedia.org/wiki/Stepa_Stepanovi%C4%87,materially_inflated,structurally_suspect,16,12,2,2,0,corrected_but_partially_unresolved,confirmed_stable_after_review,12,12,B=6; O=4; C=0; W=2,B=6; O=4; C=0; W=2,9,9,V=7; D=2; N=0; U=3,V=7; D=2; N=0; U=3,2,3,2,2,,,,,,,,
Kirill Meretskov,https://en.wikipedia.org/wiki/Kirill_Meretskov,materially_inflated,verified_broad,16,13,3,0,0,unresolved_after_review,confirmed_stable_after_review,13,13,B=4; O=7; C=0; W=2,B=4; O=7; C=0; W=2,10,10,V=8; D=2; N=0; U=3,V=8; D=2; N=0; U=3,0,3,3,3,,,,,,,,
Michel Ney,https://en.wikipedia.org/wiki/Michel_Ney,high_priority_manual_concern,structurally_suspect,46,42,0,4,0,corrected_but_partially_unresolved,confirmed_stable_after_review,42,42,B=38; O=0; C=0; W=4,B=38; O=0; C=0; W=4,32,32,V=17; D=13; N=2; U=10,V=17; D=13; N=2; U=10,3,10,4,4,,,,,,,,
Ambrogio Spinola,https://en.wikipedia.org/wiki/Ambrogio_Spinola,materially_inflated,structurally_suspect,14,11,2,1,0,unresolved_after_review,confirmed_stable_after_review,11,11,B=8; O=0; C=0; W=3,B=8; O=0; C=0; W=3,8,8,V=6; D=2; N=0; U=3,V=6; D=2; N=0; U=3,0,3,3,3,,,,,,,,
Sayenqueraghta,https://en.wikipedia.org/wiki/Sayenqueraghta,materially_inflated,structurally_suspect,10,9,0,1,0,corrected,confirmed_stable_after_review,9,9,B=7; O=0; C=0; W=2,B=7; O=0; C=0; W=2,9,9,V=6; D=1; N=2; U=0,V=6; D=1; N=2; U=0,1,0,0,0,,,,,,,,
Selim I,https://en.wikipedia.org/wiki/Selim_I,high_priority_manual_concern,structurally_suspect,13,8,2,3,0,corrected_but_partially_unresolved,confirmed_stable_after_review,8,8,B=8; O=0; C=0; W=0,B=8; O=0; C=0; W=0,7,7,V=6; D=1; N=0; U=1,V=6; D=1; N=0; U=1,2,1,1,1,,,,,,,,
Michiel de Ruyter,https://en.wikipedia.org/wiki/Michiel_de_Ruyter,materially_inflated,structurally_suspect,17,15,1,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,15,15,B=10; O=0; C=0; W=5,B=10; O=0; C=0; W=5,11,11,V=7; D=2; N=2; U=4,V=7; D=2; N=2; U=4,1,4,4,4,,,,,,,,
Alexander I of Russia,https://en.wikipedia.org/wiki/Alexander_I_of_Russia,high_priority_manual_concern,structurally_suspect,24,17,3,4,0,unresolved_after_review,confirmed_stable_after_review,17,17,B=10; O=0; C=0; W=7,B=10; O=0; C=0; W=7,13,13,V=7; D=6; N=0; U=4,V=7; D=6; N=0; U=4,0,4,3,3,,,,,,,,
Stanisław Koniecpolski,https://en.wikipedia.org/wiki/Stanis%C5%82aw_Koniecpolski,materially_inflated,structurally_suspect,14,11,2,1,0,unresolved_after_review,confirmed_stable_after_review,11,11,B=11; O=0; C=0; W=0,B=11; O=0; C=0; W=0,7,7,V=6; D=1; N=0; U=4,V=6; D=1; N=0; U=4,0,4,2,2,,,,,,,,
Tokugawa Ieyasu,https://en.wikipedia.org/wiki/Tokugawa_Ieyasu,structurally_clean,verified_core,14,14,0,0,0,unresolved_after_review,confirmed_stable_after_review,14,14,B=13; O=0; C=0; W=1,B=13; O=0; C=0; W=1,12,12,V=10; D=2; N=0; U=2,V=10; D=2; N=0; U=2,0,2,2,2,,,,,,,,
Date Masamune,https://en.wikipedia.org/wiki/Date_Masamune,materially_inflated,structurally_suspect,8,7,0,1,0,unresolved_after_review,confirmed_stable_after_review,7,7,B=6; O=0; C=0; W=1,B=6; O=0; C=0; W=1,6,6,V=5; D=0; N=0; U=1,V=5; D=0; N=0; U=1,0,1,1,1,106.0,110.0,40.0,40.0,outside_trust_headline,outside_trust_headline,caution,caution
François Joseph Lefebvre,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Joseph_Lefebvre,mildly_inflated,verified_broad,15,13,2,0,0,unresolved_after_review,confirmed_stable_after_review,13,13,B=11; O=0; C=0; W=2,B=11; O=0; C=0; W=2,11,11,V=6; D=5; N=0; U=2,V=6; D=5; N=0; U=2,0,2,2,2,,,,,,,,
Ōyama Iwao,https://en.wikipedia.org/wiki/%C5%8Cyama_Iwao,structurally_clean,verified_core,10,10,0,0,0,corrected,material_change,10,10,B=8; O=0; C=0; W=2,B=8; O=0; C=0; W=2,9,9,V=8; D=0; N=1; U=1,V=8; D=0; N=1; U=1,1,1,0,0,108.0,116.0,66.0,66.0,outside_trust_headline,outside_trust_headline,caution,caution
Muhammad Ali of Egypt,https://en.wikipedia.org/wiki/Muhammad_Ali_of_Egypt,materially_inflated,verified_broad,13,6,7,0,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=4; O=0; C=0; W=2,B=4; O=0; C=0; W=2,3,3,V=3; D=0; N=0; U=3,V=3; D=0; N=0; U=3,0,3,1,1,109.0,113.0,44.0,44.0,outside_trust_headline,outside_trust_headline,caution,caution
George Crook,https://en.wikipedia.org/wiki/George_Crook,high_priority_manual_concern,structurally_suspect,21,15,3,3,0,corrected_but_partially_unresolved,confirmed_stable_after_review,15,15,B=14; O=0; C=0; W=1,B=14; O=0; C=0; W=1,11,11,V=7; D=3; N=1; U=4,V=7; D=3; N=1; U=4,5,4,4,4,,,,,,,,
Georg von Küchler,https://en.wikipedia.org/wiki/Georg_von_K%C3%BCchler,mildly_inflated,verified_broad,14,12,2,0,0,unresolved_after_review,confirmed_stable_after_review,12,12,B=6; O=6; C=0; W=0,B=6; O=6; C=0; W=0,11,11,V=8; D=3; N=0; U=1,V=8; D=3; N=0; U=1,0,1,1,1,,,,,,,,
Maeda Toshiie,https://en.wikipedia.org/wiki/Maeda_Toshiie,structurally_clean,verified_core,11,11,0,0,0,corrected_but_partially_unresolved,material_change,11,11,B=10; O=0; C=0; W=1,B=10; O=0; C=0; W=1,10,10,V=8; D=1; N=1; U=1,V=8; D=1; N=1; U=1,1,1,1,1,113.0,120.0,102.0,106.0,outside_trust_headline,outside_trust_headline,caution,caution
Bertrand du Guesclin,https://en.wikipedia.org/wiki/Bertrand_du_Guesclin,materially_inflated,structurally_suspect,12,10,1,1,0,unresolved_after_review,confirmed_stable_after_review,10,10,B=8; O=0; C=0; W=2,B=8; O=0; C=0; W=2,9,9,V=7; D=2; N=0; U=1,V=7; D=2; N=0; U=1,0,1,1,1,,,,,,,,
Ernst Gideon von Laudon,https://en.wikipedia.org/wiki/Ernst_Gideon_von_Laudon,materially_inflated,structurally_suspect,14,12,1,1,0,unresolved_after_review,confirmed_stable_after_review,12,12,B=9; O=0; C=0; W=3,B=9; O=0; C=0; W=3,11,11,V=7; D=3; N=1; U=1,V=7; D=3; N=1; U=1,0,1,1,1,,,,,,,,
Shapur II,https://en.wikipedia.org/wiki/Shapur_II,high_priority_manual_concern,structurally_suspect,13,8,2,3,0,unresolved_after_review,confirmed_stable_after_review,8,8,B=8; O=0; C=0; W=0,B=8; O=0; C=0; W=0,7,7,V=5; D=1; N=1; U=1,V=5; D=1; N=1; U=1,0,1,1,1,,,,,,,,
Saladin,https://en.wikipedia.org/wiki/Saladin,structurally_clean,verified_core,21,21,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,21,21,B=21; O=0; C=0; W=0,B=21; O=0; C=0; W=0,11,11,V=10; D=0; N=1; U=10,V=10; D=0; N=1; U=10,1,10,10,10,118.0,118.0,116.0,119.0,outside_trust_headline,outside_trust_headline,caution,caution
Yamagata Aritomo,https://en.wikipedia.org/wiki/Yamagata_Aritomo,materially_inflated,structurally_suspect,10,9,0,1,0,unresolved_after_review,confirmed_stable_after_review,9,9,B=6; O=0; C=0; W=3,B=6; O=0; C=0; W=3,6,6,V=6; D=0; N=0; U=3,V=6; D=0; N=0; U=3,0,3,3,3,,,,,,,,
Laurent de Gouvion Saint-Cyr,https://en.wikipedia.org/wiki/Laurent_de_Gouvion_Saint-Cyr,materially_inflated,structurally_suspect,21,20,0,1,0,unresolved_after_review,confirmed_stable_after_review,20,20,B=18; O=0; C=0; W=2,B=18; O=0; C=0; W=2,16,16,V=11; D=5; N=0; U=4,V=11; D=5; N=0; U=4,0,4,2,2,,,,,,,,
Honda Tadakatsu,https://en.wikipedia.org/wiki/Honda_Tadakatsu,materially_inflated,structurally_suspect,11,10,0,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,10,10,B=9; O=0; C=0; W=1,B=9; O=0; C=0; W=1,9,9,V=7; D=1; N=1; U=1,V=7; D=1; N=1; U=1,1,1,1,1,,,,,,,,
Joachim Murat,https://en.wikipedia.org/wiki/Joachim_Murat,materially_inflated,structurally_suspect,40,37,1,2,0,corrected_but_partially_unresolved,confirmed_stable_after_review,37,37,B=31; O=0; C=0; W=6,B=31; O=0; C=0; W=6,29,29,V=18; D=10; N=1; U=8,V=18; D=10; N=1; U=8,1,8,6,6,,,,,,,,
Fyodor Ushakov,https://en.wikipedia.org/wiki/Fyodor_Ushakov,materially_inflated,structurally_suspect,9,5,2,2,0,corrected,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,5,5,V=5; D=0; N=0; U=0,V=5; D=0; N=0; U=0,1,0,0,0,123.0,127.0,62.0,62.0,outside_trust_headline,outside_trust_headline,caution,caution
Abdulaziz Ibn Saud,https://en.wikipedia.org/wiki/Ibn_Saud,materially_inflated,structurally_suspect,17,12,3,2,0,unresolved_after_review,confirmed_stable_after_review,12,12,B=12; O=0; C=0; W=0,B=12; O=0; C=0; W=0,6,6,V=4; D=2; N=0; U=6,V=4; D=2; N=0; U=6,0,6,6,6,,,,,,,,
Auguste de Marmont,https://en.wikipedia.org/wiki/Auguste_de_Marmont,materially_inflated,structurally_suspect,25,22,1,2,0,corrected_but_partially_unresolved,confirmed_stable_after_review,22,22,B=19; O=0; C=0; W=3,B=19; O=0; C=0; W=3,20,20,V=12; D=7; N=1; U=2,V=12; D=7; N=1; U=2,1,2,1,1,,,,,,,,
Cardinal-Infante Ferdinand of Austria,https://en.wikipedia.org/wiki/Cardinal-Infante_Ferdinand_of_Austria,materially_inflated,structurally_suspect,12,9,1,2,0,unresolved_after_review,material_change,9,9,B=8; O=0; C=0; W=1,B=8; O=0; C=0; W=1,7,7,V=7; D=0; N=0; U=2,V=7; D=0; N=0; U=2,0,2,2,2,129.0,138.0,121.0,127.0,outside_trust_headline,outside_trust_headline,caution,caution
William I of the Netherlands,https://en.wikipedia.org/wiki/William_I_of_the_Netherlands,materially_inflated,verified_broad,15,10,5,0,0,unresolved_after_review,confirmed_stable_after_review,10,10,B=9; O=0; C=0; W=1,B=9; O=0; C=0; W=1,9,9,V=5; D=4; N=0; U=1,V=5; D=4; N=0; U=1,0,1,1,1,,,,,,,,
Craterus,https://en.wikipedia.org/wiki/Craterus,materially_inflated,structurally_suspect,11,9,1,1,0,unresolved_after_review,confirmed_stable_after_review,9,9,B=7; O=0; C=0; W=2,B=7; O=0; C=0; W=2,8,8,V=7; D=1; N=0; U=1,V=7; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Joseph Souham,https://en.wikipedia.org/wiki/Joseph_Souham,mildly_inflated,verified_broad,9,8,1,0,0,unresolved_after_review,confirmed_stable_after_review,8,8,B=8; O=0; C=0; W=0,B=8; O=0; C=0; W=0,7,7,V=6; D=1; N=0; U=1,V=6; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Sidney Smith,https://en.wikipedia.org/wiki/Sidney_Smith_%28Royal_Navy_officer%29,mildly_inflated,verified_broad,12,10,2,0,0,unresolved_after_review,confirmed_stable_after_review,10,10,B=9; O=1; C=0; W=0,B=9; O=1; C=0; W=0,8,8,V=6; D=2; N=0; U=2,V=6; D=2; N=0; U=2,0,2,1,1,,,,,,,,
"François-Henri de Montmorency, duc de Luxembourg",https://en.wikipedia.org/wiki/Fran%C3%A7ois-Henri_de_Montmorency%2C_duc_de_Luxembourg,structurally_clean,verified_core,13,13,0,0,0,unresolved_after_review,material_change,13,13,B=10; O=0; C=0; W=3,B=10; O=0; C=0; W=3,7,7,V=7; D=0; N=0; U=6,V=7; D=0; N=0; U=6,0,6,3,3,136.0,141.0,103.0,107.0,outside_trust_headline,outside_trust_headline,caution,caution
Rodolfo Graziani,https://en.wikipedia.org/wiki/Rodolfo_Graziani,high_priority_manual_concern,structurally_suspect,16,11,2,3,0,corrected_but_partially_unresolved,confirmed_stable_after_review,11,11,B=7; O=2; C=0; W=2,B=7; O=2; C=0; W=2,6,6,V=4; D=1; N=1; U=5,V=4; D=1; N=1; U=5,1,5,4,4,,,,,,,,
Wolfram von Richthofen,https://en.wikipedia.org/wiki/Wolfram_von_Richthofen,materially_inflated,structurally_suspect,11,8,2,1,0,unresolved_after_review,confirmed_stable_after_review,8,8,B=7; O=1; C=0; W=0,B=7; O=1; C=0; W=0,5,5,V=5; D=0; N=0; U=3,V=5; D=0; N=0; U=3,0,3,3,3,,,,,,,,
Murad II,https://en.wikipedia.org/wiki/Murad_II,materially_inflated,structurally_suspect,16,13,2,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,13,13,B=12; O=0; C=0; W=1,B=12; O=0; C=0; W=1,11,11,V=8; D=3; N=0; U=2,V=8; D=3; N=0; U=2,3,2,2,2,,,,,,,,
Robert Clive,https://en.wikipedia.org/wiki/Robert_Clive,mildly_inflated,verified_broad,10,9,1,0,0,unresolved_after_review,material_change,9,9,B=8; O=0; C=0; W=1,B=8; O=0; C=0; W=1,7,7,V=6; D=1; N=0; U=2,V=6; D=1; N=0; U=2,0,2,2,2,140.0,,130.0,,outside_trust_headline,,caution,
"Frederick Henry, Prince of Orange",https://en.wikipedia.org/wiki/Frederick_Henry%2C_Prince_of_Orange,materially_inflated,structurally_suspect,13,10,1,2,0,unresolved_after_review,confirmed_stable_after_review,10,10,B=10; O=0; C=0; W=0,B=10; O=0; C=0; W=0,9,9,V=7; D=2; N=0; U=1,V=7; D=2; N=0; U=1,0,1,1,1,,,,,,,,
Chiang Kai-shek,https://en.wikipedia.org/wiki/Chiang_Kai-shek,high_priority_manual_concern,structurally_suspect,33,20,10,3,0,corrected_but_partially_unresolved,confirmed_stable_after_review,20,20,B=9; O=2; C=0; W=9,B=9; O=2; C=0; W=9,9,9,V=3; D=4; N=2; U=11,V=3; D=4; N=2; U=11,1,11,8,8,,,,,,,,
"Archduke Charles, Duke of Teschen",https://en.wikipedia.org/wiki/Archduke_Charles%2C_Duke_of_Teschen,materially_inflated,structurally_suspect,29,27,1,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,27,27,B=25; O=0; C=0; W=2,B=25; O=0; C=0; W=2,21,21,V=11; D=9; N=1; U=6,V=11; D=9; N=1; U=6,1,6,3,3,,,,,,,,
Lennart Torstensson,https://en.wikipedia.org/wiki/Lennart_Torstensson,materially_inflated,structurally_suspect,13,12,0,1,0,unresolved_after_review,confirmed_stable_after_review,12,12,B=10; O=0; C=0; W=2,B=10; O=0; C=0; W=2,8,8,V=8; D=0; N=0; U=4,V=8; D=0; N=0; U=4,0,4,4,4,145.0,149.0,126.0,129.0,outside_trust_headline,outside_trust_headline,caution,caution
Prince Eugene of Savoy,https://en.wikipedia.org/wiki/Prince_Eugene_of_Savoy,materially_inflated,verified_broad,30,26,4,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,26,26,B=22; O=0; C=0; W=4,B=22; O=0; C=0; W=4,19,19,V=10; D=7; N=2; U=7,V=10; D=7; N=2; U=7,2,7,6,6,,,,,,,,
Mao Zedong,https://en.wikipedia.org/wiki/Mao_Zedong,materially_inflated,structurally_suspect,13,10,1,2,0,corrected_but_partially_unresolved,confirmed_stable_after_review,10,10,B=6; O=1; C=0; W=3,B=6; O=1; C=0; W=3,5,5,V=3; D=0; N=2; U=5,V=3; D=0; N=2; U=5,1,5,3,3,,,,,,,,
Jean-Baptiste Bessières,https://en.wikipedia.org/wiki/Jean-Baptiste_Bessi%C3%A8res,materially_inflated,structurally_suspect,19,17,0,2,0,unresolved_after_review,confirmed_stable_after_review,17,17,B=13; O=0; C=0; W=4,B=13; O=0; C=0; W=4,15,15,V=9; D=6; N=0; U=2,V=9; D=6; N=0; U=2,0,2,1,1,,,,,,,,
Tommy Franks,https://en.wikipedia.org/wiki/Tommy_Franks,materially_inflated,structurally_suspect,17,15,1,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,15,15,B=5; O=7; C=0; W=3,B=5; O=7; C=0; W=3,6,6,V=6; D=0; N=0; U=9,V=6; D=0; N=0; U=9,1,9,8,8,,,,,,,,
Hayreddin Barbarossa,https://en.wikipedia.org/wiki/Hayreddin_Barbarossa,materially_inflated,structurally_suspect,9,5,3,1,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,3,3,V=3; D=0; N=0; U=2,V=3; D=0; N=0; U=2,0,2,2,2,151.0,155.0,43.0,46.0,outside_trust_headline,outside_trust_headline,caution,caution
Zhang Fakui,https://en.wikipedia.org/wiki/Zhang_Fakui,mildly_inflated,verified_broad,11,9,2,0,0,unresolved_after_review,confirmed_stable_after_review,9,9,B=6; O=2; C=0; W=1,B=6; O=2; C=0; W=1,8,8,V=4; D=4; N=0; U=1,V=4; D=4; N=0; U=1,0,1,1,1,,,,,,,,
Hans Karl von Diebitsch,https://en.wikipedia.org/wiki/Hans_Karl_von_Diebitsch,mildly_inflated,verified_broad,8,7,1,0,0,corrected,confirmed_stable_after_review,7,7,B=7; O=0; C=0; W=0,B=7; O=0; C=0; W=0,6,6,V=5; D=1; N=0; U=1,V=5; D=1; N=0; U=1,1,1,0,0,,,,,,,,
Suhayl al-Hasan,https://en.wikipedia.org/wiki/Suhayl_al-Hasan,materially_inflated,verified_broad,30,26,4,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,26,26,B=7; O=19; C=0; W=0,B=7; O=19; C=0; W=0,9,9,V=4; D=2; N=1; U=17,V=4; D=2; N=1; U=17,1,17,14,14,,,,,,,,
"Louis, Grand Condé",https://en.wikipedia.org/wiki/Louis%2C_Grand_Cond%C3%A9,high_priority_manual_concern,structurally_suspect,16,13,0,3,0,corrected_but_partially_unresolved,confirmed_stable_after_review,13,13,B=11; O=0; C=0; W=2,B=11; O=0; C=0; W=2,10,10,V=6; D=2; N=2; U=3,V=6; D=2; N=2; U=3,2,3,2,2,,,,,,,,
Maurice de Saxe,https://en.wikipedia.org/wiki/Maurice_de_Saxe,materially_inflated,structurally_suspect,11,10,0,1,0,unresolved_after_review,confirmed_stable_after_review,10,10,B=9; O=0; C=0; W=1,B=9; O=0; C=0; W=1,9,9,V=9; D=0; N=0; U=1,V=9; D=0; N=0; U=1,0,1,1,1,157.0,160.0,147.0,149.0,outside_trust_headline,outside_trust_headline,caution,caution
Mahmud II,https://en.wikipedia.org/wiki/Mahmud_II,high_priority_manual_concern,structurally_suspect,13,3,5,5,0,unresolved_after_review,confirmed_stable_after_review,3,3,B=3; O=0; C=0; W=0,B=3; O=0; C=0; W=0,2,2,V=2; D=0; N=0; U=1,V=2; D=0; N=0; U=1,0,1,1,1,,,,,,,,
Theodoros Kolokotronis,https://en.wikipedia.org/wiki/Theodoros_Kolokotronis,materially_inflated,verified_broad,8,5,3,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,4,4,V=4; D=0; N=0; U=1,V=4; D=0; N=0; U=1,0,1,1,1,,,,,,,,
Jean-de-Dieu Soult,https://en.wikipedia.org/wiki/Jean-de-Dieu_Soult,high_priority_manual_concern,structurally_suspect,51,46,0,5,0,unresolved_after_review,confirmed_stable_after_review,46,46,B=42; O=0; C=0; W=4,B=42; O=0; C=0; W=4,38,38,V=23; D=14; N=1; U=8,V=23; D=14; N=1; U=8,0,8,3,3,,,,,,,,
Shimazu Yoshihiro,https://en.wikipedia.org/wiki/Shimazu_Yoshihiro,materially_inflated,structurally_suspect,13,11,1,1,0,unresolved_after_review,confirmed_stable_after_review,11,11,B=11; O=0; C=0; W=0,B=11; O=0; C=0; W=0,9,9,V=6; D=3; N=0; U=2,V=6; D=3; N=0; U=2,0,2,2,2,,,,,,,,
Nikolay Kamensky,https://en.wikipedia.org/wiki/Nikolay_Kamensky,mildly_inflated,verified_broad,12,11,1,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,11,11,B=10; O=0; C=0; W=1,B=10; O=0; C=0; W=1,9,9,V=7; D=1; N=1; U=2,V=7; D=1; N=1; U=2,1,2,1,1,,,,,,,,
Valery Gerasimov,https://en.wikipedia.org/wiki/Valery_Gerasimov,mildly_inflated,verified_broad,12,10,2,0,0,unresolved_after_review,confirmed_stable_after_review,10,10,B=3; O=2; C=0; W=5,B=3; O=2; C=0; W=5,4,4,V=4; D=0; N=0; U=6,V=4; D=0; N=0; U=6,0,6,3,3,,,,,,,,
